id,label
test_0,0.003834518485109904
test_1,0.00290376603095347
test_2,0.010273380490050695
test_3,0.0012001103611482167
test_4,0.03848367897204915
test_5,0.011694989225465798
test_6,0.02736207553893657
test_7,0.002983875229386716
test_8,0.2039420996683849
test_9,0.020164730606757525
test_10,0.1518303411084732
test_11,0.011273219136126791
test_12,0.18221281083322552
test_13,0.17611354138657595
test_14,0.002584866277989972
test_15,0.1776012432654946
test_16,0.03980506108470632
test_17,0.012309932246748288
test_18,0.025010628830139436
test_19,0.00656570887314142
test_20,0.06677311708033758
test_21,0.033155298506207825
test_22,0.5880688640765614
test_23,0.0049870922076168216
test_24,0.042161059724127536
test_25,0.04883976916693112
test_26,0.0018034135603334624
test_27,0.0009888845789618713
test_28,0.004100799083877811
test_29,0.17772457099946934
test_30,0.007796444864825301
test_31,0.9902927133168957
test_32,0.02600219057778527
test_33,0.07367378359937801
test_34,0.030859199862004447
test_35,0.004076700366410111
test_36,0.0011161873511538658
test_37,0.001109477054942856
test_38,0.17009471662246195
test_39,0.9860920234765358
test_40,0.007596097617830131
test_41,0.05411221256901736
test_42,0.013147713818337103
test_43,0.305898844224529
test_44,0.001191372630999619
test_45,0.03707782593872336
test_46,0.0014794872446098417
test_47,0.5957291011770127
test_48,0.050943377240848145
test_49,0.10353119520694193
test_50,0.02258453072724881
test_51,0.007640688900085044
test_52,0.003650369893037121
test_53,0.013857921629316492
test_54,0.9979621263485747
test_55,0.004144294070085282
test_56,0.07401460126248896
test_57,0.29105197492275764
test_58,0.005375026853636638
test_59,0.2423911246972898
test_60,0.20456292628580358
test_61,0.005476169379413333
test_62,0.0026859573692348967
test_63,0.9007848130219149
test_64,0.013034641111005035
test_65,0.0010205889376091737
test_66,0.0001478975004201601
test_67,0.00449896211402741
test_68,0.011099406125163185
test_69,0.001681070837879552
test_70,0.004350622399665017
test_71,0.9884411182324878
test_72,0.0006933613268601552
test_73,0.008526534616977251
test_74,0.1543859634632531
test_75,0.7247500465964395
test_76,0.08273531403732676
test_77,0.0275570685866096
test_78,0.0024399145560317446
test_79,0.04990359898441541
test_80,0.0005271524006820614
test_81,0.6998783339088542
test_82,0.0731075169730526
test_83,0.2677474652894866
test_84,0.9847808870809024
test_85,0.0007518162149804118
test_86,0.0005594753510227033
test_87,0.05513363324645798
test_88,0.00516813173732113
test_89,0.014445464633172233
test_90,0.05688163263228341
test_91,0.0010443762902865355
test_92,0.0027712363856491245
