id,label_1,label_2
test_82,0.01677417764546981,0.0203936962114507
test_166,0.006680241057645557,0.011008400740006481
test_215,0.0008348288923618413,0.0009596701457180129
test_319,0.008073436999347776,0.011651158674748217
test_322,0.025648400895337462,0.022407960647476
test_456,0.0236071879764031,0.015424309085925514
test_474,0.018206712043721283,0.015083296229948522
test_582,0.0009203715704690486,0.0009848562905766351
test_625,0.001370392138323632,0.0015556432681121115
test_628,0.0012976630770047586,0.001951009371266874
test_663,0.0021937465331109923,0.0015310296068118327
test_685,0.0007482018801438562,0.001160239332366089
test_856,0.01449961137208725,0.011826599248500868
test_869,0.002543374000080832,0.0020857475939762846
test_933,0.00048259189371175644,0.0009298081621400087
test_960,0.01810010781353528,0.022806987159088844
test_970,0.0008148435428493296,0.0011166864083100706
test_1063,0.014007116703538719,0.013131450131481402
test_1087,0.0025375203977172286,0.002882159310706841
test_1100,0.004179653441870102,0.0027564456091363127
test_1393,0.0030703630910697334,0.002374323879850932
test_1443,0.02247927454418387,0.01919978122880301
test_1529,0.008978991720610213,0.0052514561113226775
test_1715,0.001843201976016454,0.0019790735049288162
test_1730,0.034546923564811094,0.020352397751753445
test_1880,0.05082121041232797,0.038285487660612294
test_1901,0.00817332397585911,0.005182711752553939
test_1902,0.04606966767525612,0.03148745251491773
test_1992,0.0010170456407988077,0.0012232215286665008
test_2103,0.027945316141243442,0.024975940821668152
test_2171,0.011915455178515257,0.016056526500234664
test_2214,0.000854878858069479,0.0014537341969318792
test_2217,0.005016684485549527,0.003989219885338526
test_2309,0.0041754297180373505,0.002235619232768891
test_2338,0.00450319427573079,0.00249554727228853
test_2506,0.004526912645637817,0.008248260578959853
test_2555,0.001162386674110191,0.0015576144754909011
test_2580,0.001321203279327287,0.0024821722407653646
test_2679,0.008650022910306107,0.009382491520557876
test_2680,0.023243024121017634,0.02837623679148853
test_2726,0.0016879399052024447,0.0022447223819617697
test_2796,0.0021572257899348853,0.002187257398759495
test_2847,0.0031381893164608883,0.0029396952098720308
test_2862,0.00525117860403651,0.009904277737266376
test_2888,0.02688868565107143,0.023574166045218767
test_2926,0.000684995710175061,0.000986621221773249
test_2997,0.007404552551542332,0.005082320317491894
test_3079,0.0010608791368344377,0.0013515468057208578
test_3185,0.005754569425199637,0.009586991983278597
test_3276,0.00703972721622639,0.008317863259020493
test_3285,0.0003743504710780607,0.00030315253979714226
test_3296,0.041971969455658384,0.04353312439130494
test_3611,0.0016001400751218422,0.001245342490941114
test_3651,0.9957791827195224,0.9838507821311286
test_3697,0.0010051054802480463,0.0016930974027627153
test_3743,0.0007956178546849332,0.0018237244956140547
test_3774,0.0010479102612596456,0.0014383377913391186
test_3870,0.0007093011943753195,0.0019820320093892414
test_3977,0.0005068977503113615,0.0015502195455833676
test_4209,0.0014238361783094158,0.0017029612137962986
test_4235,0.000500714575700111,0.0007530052968515992
test_4296,0.0007829858776156048,0.0010915941253645282
test_4327,0.053576542832066726,0.03255059803840504
test_4347,0.0006931980191251665,0.0013744223110925835
test_4399,0.014850636894778295,0.009880623389327572
test_4400,0.029578391235622312,0.026094061157884783
test_4428,0.00047520042067499663,0.0007565531056231159
test_4556,0.0005327376752828613,0.0009278474743084044
test_4630,0.0009460246046742958,0.0012560545644219525
test_4679,0.0030578628180744825,0.0016506179188805002
test_4705,0.0004025689770713783,0.0003903033867489265
test_4787,0.038723639186461926,0.024783816417036433
test_4918,0.016395736407174635,0.020657557414094883
test_4980,0.001618562937845005,0.0018580042691798888
test_5029,0.0018449095924238396,0.001451072878479454
test_5035,0.001451777967809854,0.001621382495081682
test_5105,0.0009146977433891347,0.001267123526850546
test_5142,0.026271532389254306,0.02072450421314792
test_5168,0.0033622808385706734,0.00307507220122013
test_5245,0.0007273658620311238,0.0007578607993951544
test_5270,0.0008506633670360356,0.0010317373947722028
test_5333,0.0024380353606029675,0.003391746005092689
test_5444,0.0010751001446997084,0.0007786232441980916
test_5457,0.0011132821595691436,0.0019514250755970556
test_5572,0.0009861323869947006,0.0021712542478164077
test_5643,0.0004438993571269765,0.0005905076717250391
test_5651,0.027533527028612684,0.024638812075803894
test_5664,0.001171458569283879,0.0013328770339443227
test_5698,0.009787825219446263,0.013282888975405489
test_5704,0.05545477157344997,0.03593127901201722
test_5775,0.017283344061930724,0.01357129430992801
test_5806,0.025079791892527986,0.028448968169398785
test_5854,0.000909680440923452,0.0010651952369502555
test_5894,0.0011218427279289895,0.0018423892997557897
test_5913,0.034883503913730615,0.032011463148825046
test_5953,0.0009879089874583785,0.000914037637151367
test_5980,0.010829876769772024,0.012046277165901904
test_6182,0.007825377987551247,0.004760139892931114
test_6209,0.007084906766299935,0.006260919470051807
test_6410,0.06852811414514498,0.052529580069515906
test_6458,0.01935321475303703,0.018126212897558457
test_6518,0.014677908299951881,0.02580056521563964
test_6634,0.0007375791013789758,0.0016437294209943132
test_6642,0.023259774201459468,0.01757924374678168
test_6658,0.00403083634962216,0.0021348716016993197
test_6679,0.003414716545972952,0.002330607177121486
test_6761,0.004252353921974749,0.011465698944873311
test_6805,0.017657209663064423,0.017754080001773493
test_6824,0.0013594769210860725,0.001675023781084094
test_7027,0.012259122760363518,0.01166332319577284
test_7051,0.004338297691455404,0.005017363447986129
test_7064,0.003631490234063707,0.0009910530490198138
test_7094,0.04556714200550805,0.04150071936116539
test_7119,0.0013188904427656016,0.0013901662475690312
test_7200,0.03622497483078377,0.01983383757815384
test_7401,0.0005513396646491045,0.0010920384155362311
test_7403,0.0025748161441629222,0.0017418349574795356
test_7414,0.04375805338625238,0.03369305559299328
test_7515,0.0034545538668554537,0.0019045756316288923
test_7593,0.004027205415653245,0.0032958660650304443
test_7649,0.012405441391738287,0.010192230038069714
test_7754,0.008438450890161018,0.010410800587152805
test_7792,0.0006487835432647444,0.0014041853344322606
test_7798,0.003264890488523652,0.003941572991364663
test_7967,0.036449436464559865,0.01986184733528188
test_8088,0.001980479248292137,0.00163235412742503
test_8134,0.0013355558604796407,0.0012788388260959148
test_8163,0.01695499992507483,0.012775705436635388
test_8183,0.004487369295688676,0.0037920982497525535
test_8250,0.001184166239164341,0.0013257006070481136
test_8397,0.00856327499205358,0.004850248347416443
test_8534,0.01981837733845844,0.017862085518676206
test_8538,0.0017259881978741128,0.0014932033576975563
test_8655,0.010984136675909596,0.01174733401246063
test_8680,0.0019238831511117353,0.0014104920555085886
test_8701,0.031182806989186043,0.03912027035545432
test_8722,0.004584380239968187,0.004686156886542141
test_8786,0.0006421560681751441,0.0006532846272375404
test_8787,0.0005115507830683501,0.0015028902899583618
test_8793,0.022767949132777018,0.028305243924357737
test_8804,0.000809356689357341,0.0017183520861277408
test_8946,0.015513984840747546,0.010229236560685499
test_8954,0.0005847907769282732,0.002136764311093936
test_9166,0.019041083221890992,0.01930838661676573
test_9244,0.0007518079192763126,0.0008086382362832926
test_9361,0.0052894540687965855,0.00454224654943359
test_9508,0.04149357888906045,0.03023989195582283
test_9525,0.004552209647321604,0.008368261491952338
test_9544,0.016216900681330495,0.017020268129182906
test_9567,0.003177663516836851,0.0028881789463012916
test_9693,0.0012361820056772284,0.0018309250240055876
test_9723,0.010920472172315659,0.014398108146350367
test_9989,0.042124495510858555,0.04034320061776982
test_10004,0.0015718903014920792,0.001946497475379435
test_10088,0.01856254436884838,0.017852735374110952
test_10103,0.007713402976767115,0.009795697513850128
test_10230,0.03928728490584044,0.022542504112109146
test_10253,0.0005655522909088961,0.0009493851731101243
test_10263,0.019952908635897628,0.012017581533615224
test_10510,0.006623321733116263,0.006051776926074242
test_10564,0.005691023291204583,0.005184296119724474
test_10673,0.042212385631138716,0.025428686968168506
test_10724,0.009147351383653225,0.01422331069901712
test_10773,0.0008867697142174928,0.0009878726620943061
test_10874,0.009829472602994998,0.014878213317536342
test_10897,0.008454544849565501,0.00843347567761287
test_10902,0.016203438447050487,0.012733967148354567
test_10904,0.00489243513290591,0.0025137734852318542
test_10967,0.0010901928508927465,0.0012007382523754999
test_10968,0.022149006990396264,0.029394480780088897
test_11059,0.0039183076312036234,0.0038302173467105395
test_11148,0.008442275805478187,0.012705558382710116
test_11426,0.009233688382781722,0.010366980552379914
test_11551,0.002290040122182809,0.002075515835719115
test_11580,0.002536199652461407,0.001993864198594295
test_12157,0.001368772570287046,0.0018770550456213026
test_12212,0.0009884683503339129,0.0009221425907970563
test_12213,0.026249272036109213,0.020365837459973973
test_12266,0.003350998223214325,0.0025386757182801665
test_12370,0.02367160831072409,0.019633084913505947
test_12493,0.009534592693763524,0.004630324891631287
test_12499,0.0036572959100971453,0.0007555314187295936
test_12505,0.010299358824731967,0.008236794876656371
test_12524,0.0385710563365977,0.03445130457119202
test_12579,0.003800137738031849,0.002676482129232301
test_12711,0.010140615661787096,0.013192532250768456
test_12739,0.004518223153763745,0.0034024200299271573
test_12782,0.009600605937876889,0.011890882885901443
test_12879,0.018992741846985788,0.01865337842867468
test_12903,0.039078874008445175,0.037916648211094583
test_12918,0.03501651117860028,0.02111054441058554
test_12971,0.000877871721712485,0.0006186949189563252
test_13000,0.008000611032038397,0.005194694667090389
test_13010,0.002480892715533071,0.002220995991905696
test_13021,0.043453834924000914,0.03280153727480304
test_13155,0.0067022066224811435,0.00972504989566947
test_13225,0.002996546252734912,0.0023089782935670706
test_13247,0.0035028434892760006,0.002251958108088251
test_13306,0.002268356015555428,0.0023012341796199514
test_13354,0.009698469760286975,0.020356715399170312
test_13370,0.0012697866347043056,0.001137282697143212
test_13554,0.0004925840515373792,0.0009521655931697213
test_13558,0.0011345341470196128,0.002744457609110943
test_13613,0.0018310338524221493,0.001605571144843069
test_13622,0.0005418553853848607,0.0013961428409127888
test_13623,0.018510906957282074,0.01919715063547592
test_13734,0.01343366796362152,0.01308317385436448
test_13758,0.005524335276329144,0.00338880712708026
test_13826,0.00039392837246728893,0.000895874283703031
test_13914,0.0022958990298866033,0.0019387929480214256
test_13925,0.010069951718773631,0.013421912581113034
test_14027,0.0018231703850264307,0.0012086248518918253
test_14127,0.018628543399114413,0.016463776955349587
test_14170,0.014666839946686019,0.008756171175639251
test_14230,0.015398848110556227,0.012887445300691651
test_14236,0.0018639384367836187,0.0019111250768556376
test_14325,0.0012729175725254682,0.0015681102573042649
test_14400,0.014649376215807194,0.014523719903883684
test_14405,0.06916145058345718,0.039963256791765725
test_14435,0.008011523648520544,0.0049988579088258165
test_14456,0.017583093796346743,0.02559419010378136
test_14659,0.0011997369915161694,0.0013197933511491949
test_14715,0.0034912515218725225,0.003024266547075238
test_14954,0.0008032578501376386,0.0012778743445991858
test_32,0.018184690330720985,0.023124393160565974
test_79,0.03458166778160039,0.03256795071523794
test_106,0.04552155037946433,0.07558524672575664
test_152,0.010446932333045602,0.026466834961404444
test_195,0.017272498910464573,0.02253297978171067
test_253,0.0011263597792116554,0.0022675837780562107
test_317,0.0013625184999092438,0.0034394271257973505
test_318,0.0180160706989661,0.01630142134993718
test_372,0.00331151080343527,0.004526687208085555
test_405,0.003075094813755911,0.0038502461399356333
test_632,0.0018926771990086064,0.003575621797429381
test_675,0.007897740895613849,0.01673654073867635
test_864,0.01941210795228421,0.020924087538027027
test_1253,0.0008857266122993945,0.0015852721692307013
test_1262,0.030587951714486947,0.04189721845755413
test_1276,0.019662249993038443,0.02505022793511818
test_1302,0.004344036025366109,0.008426810646622495
test_1366,0.0056844868791119186,0.006381571517479822
test_1425,0.015152416730778977,0.021089698679449258
test_1460,0.015155902894130236,0.03334742244941667
test_1495,0.004809552779483769,0.0039606042378703635
test_1576,0.0016425072482504925,0.003311330449835615
test_1686,0.007420256971433051,0.00885725811939945
test_1750,0.018366734666724883,0.018404170108251287
test_1778,0.005272482039361316,0.003479371485113939
test_1827,0.0011669033284588321,0.0016881159954909263
test_1856,0.0030207876905242403,0.004288294495837837
test_1969,0.0027471705339682526,0.003864151287415392
test_2035,0.001541674437204759,0.002671214842330258
test_2046,0.001147674715159301,0.003559580324692704
test_2126,0.01150241197219081,0.01681189200934144
test_2149,0.004261235998549497,0.007511495080783777
test_2169,0.004812351363103845,0.0052978541561777715
test_2172,0.004927904263114441,0.004724330918982537
test_2290,0.0008747169847155501,0.0025455594394324624
test_2316,0.05376078093644605,0.06220060458524801
test_2392,0.0019514262270603632,0.0024566525619861904
test_2393,0.04257492959066654,0.05433480335855428
test_2408,0.008059190433506867,0.010684348180439328
test_2442,0.01836047233481105,0.02992338324769097
test_2516,0.011949343864970048,0.019910665002473404
test_2571,0.0032641089919859655,0.00389438222052096
test_2639,0.0020778097678579833,0.00294777895384803
test_2654,0.0017329125060816485,0.0032396886100950276
test_2670,0.0008664903433047758,0.0013790844901084914
test_2721,0.03739071082528475,0.03786352414670721
test_2725,0.01596242771360797,0.019918612766028937
test_2751,0.009180952785711445,0.013144630558352606
test_2837,0.007687600050683043,0.006391254807157198
test_2844,0.017330212149696794,0.017718434843648052
test_2876,0.0023958186999272447,0.004458556622628137
test_2895,0.0079415537082228,0.019222687504408094
test_2966,0.0017717222470918753,0.004510705088212727
test_2969,0.010663737543854166,0.010013649683482685
test_2971,0.004585896729393132,0.0028565089744241917
test_3039,0.0025014061997485158,0.0038994348255753947
test_3057,0.0722423024267628,0.0052023237533054805
test_3109,0.0048616208648460625,0.00415194748064806
test_3124,0.00598338825977478,0.006330403548429414
test_3148,0.01187037969244245,0.016188169826263536
test_3271,0.02140353955840473,0.020465075098774974
test_3339,0.01969539316108582,0.01969129488732705
test_3354,0.0037994366328749497,0.0023945286489448197
test_3362,0.012239015123681729,0.00904170639897584
test_3393,0.00582070340752937,0.007656397964379028
test_3540,0.021263202182493918,0.02148315632998373
test_3561,0.0025889996360872834,0.0024706128671872635
test_3580,0.018839094978185512,0.031178586743120105
test_3636,0.007049296543639742,0.009307795681637256
test_3759,0.002638664585652236,0.003928504645301625
test_3786,0.005508894202331566,0.00940714331332765
test_3812,0.009648397353882007,0.019021672593762463
test_3918,0.011672384984534866,0.014763014437341147
test_3976,0.0030830101912213367,0.0027026960206868503
test_3982,0.010585360863170532,0.01642607285762965
test_4044,0.001037473837064102,0.0014272547447065995
test_4046,0.003563888781977801,0.002527707023913798
test_4086,0.0017069206384561348,0.001933726895637934
test_4126,0.004661769005362022,0.004716460786155112
test_4129,0.009233820934161212,0.014058708361484425
test_4320,0.0011522537595679218,0.0020663447896666614
test_4551,0.008499958939389375,0.005498540888000898
test_4950,0.012718173430690089,0.02146552928105054
test_5004,0.022032609815389848,0.03091293022996378
test_5008,0.0026753953444359126,0.003206515092554861
test_5139,0.0008112392556035104,0.0011470824022737527
test_5152,0.0013911755228511453,0.0011556451158107742
